id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id
4649981124281603,KkYeIhXQ7,6979845197,过期钢筋,真实的恐了//@我们看海去zzZ:分够了奖励连生三胎做全家的保姆伺候公婆//@壹点点:洗不洗自愿天天说能加分的是不是分够了能直接退休领退休金啊,,,"我们看海去zzZ,壹点点",,0,0,0,2021-06-20 01:55,Share微博客户端,,,4649898085188505
4649981006318049,KkYewqvC1,1687117535,两腿猫,这条吓得不敢回//@keely_姬:支持右边//@饮风颂：作为一个公司的领导，建议您直接说“员工/员工妻子怀孕，我司愿意保留岗位+一年半时间满薪支付，我支持生三胎”，拿出决心来好吗？别喊口号//@杨烨炘ForestYoung:你有反对三胎的权利，我也有支持三胎的权利，一个健康的社会应该容得下不同的意见,,,"keely_姬,饮风颂,杨烨炘ForestYoung",,0,0,0,2021-06-20 01:55,长两腿毛的iPhone客户端,,,4649569311525848
4649980822814818,KkYeebOgi,7314597597,租房找西西,不努力的女生是要被抓去结婚的，不仅要做饭，做家务，还要生三胎#零零后日常恐婚#,,,,零零后日常恐婚,0,0,0,2021-06-20 01:54,iQOO 5 超能竞速,['http://ww4.sinaimg.cn/large/007Z1iYBgy1gro3ys3e2zj31hc1z4u0y.jpg'],,
4649980704588325,KkYe2jfDf,2083154673,丘簌簌,//@世界第一大雷比://@骟大胆://@我是曾筱筱://@香蕉奶昔milkshake://@马库斯说://@Hu言一派:条条举措“帮助”落实你赶紧生三胎，但日常家暴离婚怎么保命，人家视而不见绝口不提,,,"世界第一大雷比,骟大胆,我是曾筱筱,香蕉奶昔milkshake,马库斯说,Hu言一派",,0,0,0,2021-06-20 01:54,iPhone客户端,,,4649836395627774
4649980314519271,KkYdpiXFt,1973219117,何大泡,"一年后再看《宽窄人家》,升级版市井故事,浓浓成都味,满满烟火气,还有与时俱进的梗(第三胎,输液,我命油我不油天),喜欢宽宽和窄窄,新增小宽宽和小窄窄太乖咯!看到串串和糖油果子好饿.张哥@于畅于畅于畅的拿抓爱了爱了.《Hereweareagain》(电影《喜剧之王》插曲)上头,""能不能不走?不走你养我啊.还是走吧.""PS:啥时候出川话版啊?@查某某_@苗健祯",,成都,"于畅于畅于畅,查某某_,苗健祯",,0,1,5,2021-06-20 01:52,HUAWEI Mate 30 5G,"['http://ww2.sinaimg.cn/large/759cef2dgy1gro3lirbaxj2340340hdw.jpg', 'http://ww2.sinaimg.cn/large/759cef2dgy1gro3ggdhooj23403404qs.jpg', 'http://ww3.sinaimg.cn/large/759cef2dgy1gro3dxdq86j23402c0b2b.jpg', 'http://ww3.sinaimg.cn/large/759cef2dgy1gro3b7wic7j23402c04qt.jpg', 'http://ww4.sinaimg.cn/large/0029xqqNgy1gro3nzkeb4j634033kkjm02.jpg', 'http://ww3.sinaimg.cn/large/759cef2dgy1gro3qcy030j22tc240x6p.jpg', 'http://ww4.sinaimg.cn/large/0029xqqNgy1gro3qf4u99j63k02o0kjo02.jpg', 'http://ww4.sinaimg.cn/large/759cef2dgy1gro3taket8j22o03k0npg.jpg', 'http://ww2.sinaimg.cn/large/759cef2dgy1gro3reaptvj22tc240e83.jpg']",,
4649979988411484,KkYcSzid6,7316826309,入目皆是过往,#多地部署全面了解育龄妇女及生育意愿#女人生一次孩子就是进一次鬼门关，十月怀胎的辛苦，产检费生产费，养育一个孩子要花多少钱，房价那么贵，房子够住吗?生活质量好吗？还三胎女人不用工作了，天天在家洗衣做饭，伸手要钱的日子好过吗。没钱，没精力，不想带，就想靠我们底层人民的小孩增加劳动力,,,,多地部署全面了解育龄妇女及生育意愿,0,0,0,2021-06-20 01:51,nova5Pro人像超级夜景,,,
4649979883553301,KkYcIeUnj,1896433705,江泽猫,北上广三胎007，我愿称之为奥特之母。,,,,,1,0,1,2021-06-20 01:50,HuaweiPhone客户端,,,
4649979832174707,KkYcD97JV,7025946948,飞天小女police泡泡,额，考虑可生三胎的理由居然是一个跟我姓，一个跟丈夫姓，另一个跟我妈姓可怜舅家那么珍惜的三代单传的男娃未来堪忧，我可以分忧解难,,,,,0,0,0,2021-06-20 01:50,HUAWEI P20 Pro,,,
4649979749073623,KkYcuC4sL,1784639497,TwentyOneeee,天与空的PR还好吗，老板亲自捅了个大篓子耶，要么快跑吧，看着也不能待了这公司//@毛十八:右边这位在群里发「不想生就去结扎」巨额红包（竟有几分钱之多）的广告公司老板来认领了耶！//@杨烨炘ForestYoung:你有反对三胎的权利，我也有支持三胎的权利，一个健康的社会应该容得下不同的意见,,,"毛十八,杨烨炘ForestYoung",,0,0,0,2021-06-20 01:50,iPhone客户端,,,4649569311525848
4649979731772255,KkYct7r2L,1879744070,一拳爆完驴和弔,男人可生孩子…还有谁不知道的吗？现在科普一下//@香蕉奶昔milkshake://@刀卜作:“我要生三胎”：然后来出镜的全是男的，还有比这更讽刺的事吗，如此明目张胆地宣布男性对女性子宫和生育权的全面“占领“，世界上只此一家了吧。看着视频以为我国生殖技术猪突猛进，已实现男人三胎生子了呢。,,,"香蕉奶昔milkshake,刀卜作",,0,0,0,2021-06-20 01:50,华为畅享5G,,,4649569311525848
4649979643953939,KkYckgABd,7065575386,灵空雨_重生,看到第三个就反胃了//@风起涟漪:仿佛是男人怀胎十月生娃呢//@E伯爵://@顾惜之:怎么不叫准备生三胎的母亲们发个言//@Tiger公子://@小乔有猫:“说老婆三胎正好有了事业转型的机会——这句振聋发聩的话势必会被刻在中国广告史的耻辱柱上”,,,"风起涟漪,E伯爵,顾惜之,Tiger公子,小乔有猫",,1,0,0,2021-06-20 01:50,微博 weibo.com,,,4649569311525848
4649979636089929,KkYcjpygF,1744409913,若是云起,我支持你们生三胎，但是这种个人选择题还是不要拍成广告放出来鼓动大众了，看着怪脑瘫的真的,,,,,0,0,1,2021-06-20 01:50,iPhone客户端,,,4649569311525848
4649979546960781,KkYcatcOF,5221467729,掉落人间生活,#恶臭广告投稿#天与空广告公司为好看视频拍的父亲节生三胎视频，打着支持生三胎的旗号，故意拍引发男女争议的视频，在片中将女性的存在视而不见，几位男性的发声更是对每一位沉默好父亲形象的破坏！广告公司老板更是扭曲事实，将女性的不同意见定义为反对生三胎，利用国家利用社会，乱扣帽子，公然侮辱女性，让不想生孩子的女性去“结扎”，还把女性比喻为“母鸡蛋”进行嘲讽，到现在还没道歉，为了广告圈和整个社会的风气，必须让罪魁祸首的天与空广告公司老板和好看视频负责人出来向全社会女性还有每一位真正在做父亲的人致歉。最后，祝每一位父亲节日快乐，不要被有心之人利用！,,,,恶臭广告投稿,0,0,1,2021-06-20 01:49,iPhone客户端,"['http://ww3.sinaimg.cn/large/005HmKhrly1gro3q073o1j30wh0e80v7.jpg', 'http://ww2.sinaimg.cn/large/005HmKhrly1gro3qsid5dj30ic0wg7dv.jpg', 'http://ww4.sinaimg.cn/large/005HmKhrly1gro3q0gdjqj30po13ok2k.jpg', 'http://ww3.sinaimg.cn/large/005HmKhrly1gro3q18rx5j30la09cgpz.jpg', 'http://ww1.sinaimg.cn/large/005HmKhrly1gro3q1hr5oj30hc0vqk4k.jpg', 'http://ww4.sinaimg.cn/large/005HmKhrly1gro3q1q4zdj60ps064abr02.jpg', 'http://ww3.sinaimg.cn/large/005HmKhrly1gro3q1xggnj30hu07o41v.jpg', 'http://ww3.sinaimg.cn/large/005HmKhrly1gro3viand4j30tb0jpwgf.jpg']",,
4583549796095151,Jz3vJpzCT,1812339720,LUSON妈-,我的三胎剖腹产vlog来了～👶三宝Only一一出生啦🏥住院、检查、剖腹产、L爸手术室陪产👨🏻带L爸体验分娩1到10级阵痛，笑到泪崩🏠L哥诺诺only的初次见面，一家五口集合👩回忆三个孩子的到来，忍不住流泪🎀生命的旅程，又增添了一位同行者，感恩。#分娩故事##三胎剖腹产##陈大猪的Only在长大#LLUSON妈-的微博视频,,,,"分娩故事,三胎剖腹产,陈大猪的Only在长大",555,3786,11574,2020-12-18 18:21,iPhone客户端,,"http://f.video.weibocdn.com/002MU3d3gx07ISd8E8yI01041202eD1S0E010.mp4?label=mp4_ld&template=640x360.25.0&trans_finger=6006a648d0db83b7d9951b3cee381a9c&ori=0&ps=1BVp4ysnknHVZu&Expires=1624177417&ssig=13%2Fgywf6sU&KID=unistore,video",
4649979178124486,KkYbzy5y6,7541312625,丸子妈妈爱丸子900,//@LUSON妈-:现在看着三个小孩都这么可爱，你们想不想生第四个？#三胎生育政策来了##日常治愈瞬间#,,,LUSON妈-,"三胎生育政策来了,日常治愈瞬间",0,0,0,2021-06-20 01:48,iPhone客户端,,,4583549796095151
4649964125293590,KkXNimd6u,2230629853,潮女学穿衣,转发微博,,,,,0,0,0,2021-06-20 00:48,iPhone 12,,,4649763817132461
4649964028039493,KkXN8xJrf,6764793240,MT大白兔大脸猫,//@有琴羽_://@JoannaBlue:浙江公务员去年总共招4831名，其中33%的职位仅限男性，三胎放开后，会有越来越多的系统加入到限男队伍中来，没有单位领导愿意手下是一个吃空饷占编制的孕妇。,,,"有琴羽_,JoannaBlue",,0,0,0,2021-06-20 00:47,iPhone客户端,,,4649806800621056
4649964024365588,KkXN8ijGI,6853291235,去冰半糖加芋圆r,//@小乔有猫:“说老婆三胎正好有了事业转型的机会——这句振聋发聩的话势必会被刻在中国广告史的耻辱柱上”,,,小乔有猫,,0,0,0,2021-06-20 00:47,nova5Pro人像超级夜景,,,4649569311525848
4649963960927177,KkXN23Tct,5095443175,咕咕咕咕熊-,三胎政策的开放只会加剧母亲的焦虑与压力,,,,,0,2,2,2021-06-20 00:47,iPhone客户端,"['http://ww4.sinaimg.cn/large/005yPXxlgy1gro22ansqhj31iu2dcb29.jpg', 'http://ww1.sinaimg.cn/large/005yPXxlgy1gro22dwrqjj32dc1kw4qt.jpg', 'http://ww1.sinaimg.cn/large/005yPXxlgy1gro22gbcusj32dc1kwhdy.jpg', 'http://ww4.sinaimg.cn/large/005yPXxlgy1gro229jye2j32dc1kwe86.jpg']",,
4649963911122545,KkXMX4I1z,5109035621,王王雲,#多地部署全面了解育龄妇女及生育意愿#国家可以投入力度到想生生不了的群体。有时候我会想我是不是不被欢迎来到这世界上，毕竟在某省的偏远农村，70后生的孩子是女孩的话是要被送养或者说发现三胎还是女孩是要被打掉的。而且在男权社会女性依附于男性没有生存能力的话是会被打压批评剥削的,,广州,,多地部署全面了解育龄妇女及生育意愿,1,1,7,2021-06-20 00:47,realme X全屏敢越级,,,
4649963894868654,KkXMVkqyG,2147127361,韶光羽岛,#多地部署全面了解育龄妇女及生育意愿#不重要了，过几年说不定就普及男人可以怀孕了，毕竟公鼠可以怀孕了都，这时候三胎四胎您随意大不了一人生两个,,,,多地部署全面了解育龄妇女及生育意愿,0,5,32,2021-06-20 00:47,Android,,,
4649963893817528,KkXMVg172,5737969368,灼杯赴宴,//@小乔有猫:“说老婆三胎正好有了事业转型的机会——这句振聋发聩的话势必会被刻在中国广告史的耻辱柱上”,,,小乔有猫,,0,0,0,2021-06-20 00:47,OPPO超视野全面屏R15,,,4649569311525848
4649963864983610,KkXMSkUsO,6509024193,无心悔改9527,//分享网易新闻:《一公司鼓励员工生三胎：一次性奖励10万！但全公司只有一个女员工》O一公司鼓励员工生三胎：一次性奖励10万！但全公司只有一个女员工@网易新闻客户端#网易新闻#,,,网易新闻客户端,网易新闻,0,0,0,2021-06-20 00:47,iPhone客户端,['http://ww3.sinaimg.cn/large/0076vcxbly1gro232cfwjj30hs09pdgc.jpg'],,
4649963840341886,KkXMQ1qWi,6509024193,无心悔改9527,//分享网易新闻:《一公司鼓励员工生三胎：一次性奖励10万！但全公司只有一个女员工》O一公司鼓励员工生三胎：一次性奖励10万！但全公司只有一个女员工@网易新闻客户端#网易新闻#,,,网易新闻客户端,网易新闻,0,0,0,2021-06-20 00:47,iPhone客户端,['http://ww1.sinaimg.cn/large/0076vcxbly1gro22y9h8jj30hs09pdgc.jpg'],,
4649963827233871,KkXMOulRl,6509024193,无心悔改9527,//分享网易新闻:《一公司鼓励员工生三胎：一次性奖励10万！但全公司只有一个女员工》O一公司鼓励员工生三胎：一次性奖励10万！但全公司只有一个女员工@网易新闻客户端#网易新闻#,,,网易新闻客户端,网易新闻,0,0,0,2021-06-20 00:47,iPhone客户端,['http://ww3.sinaimg.cn/large/0076vcxbly1gro22w56rnj30hs09pdgc.jpg'],,
4649963792894346,KkXMLc8X0,6509024193,无心悔改9527,//分享网易新闻:《一公司鼓励员工生三胎：一次性奖励10万！但全公司只有一个女员工》O一公司鼓励员工生三胎：一次性奖励10万！但全公司只有一个女员工@网易新闻客户端#网易新闻#,,,网易新闻客户端,网易新闻,0,0,0,2021-06-20 00:47,iPhone客户端,['http://ww4.sinaimg.cn/large/0076vcxbly1gro22rovpfj30hs09pdgc.jpg'],,
4649963776380879,KkXMJqLXp,6509024193,无心悔改9527,//分享网易新闻:《一公司鼓励员工生三胎：一次性奖励10万！但全公司只有一个女员工》O一公司鼓励员工生三胎：一次性奖励10万！但全公司只有一个女员工@网易新闻客户端#网易新闻#,,,网易新闻客户端,网易新闻,0,0,0,2021-06-20 00:46,iPhone客户端,['http://ww1.sinaimg.cn/large/0076vcxbly1gro22pnhj7j30hs09pdgc.jpg'],,
4649963772708019,KkXMJbmtJ,6596592967,PESSIMISTIC-S,//@刀卜作:“我要生三胎”：然后来出镜的全是男的，还有比这更讽刺的事吗，如此明目张胆地宣布男性对女性子宫和生育权的全面“占领“，世界上只此一家了吧。看着视频以为我国生殖技术猪突猛进，已实现男人三胎生子了呢。,,,刀卜作,,0,0,0,2021-06-20 00:46,Share微博客户端,,,4649569311525848
4649963730243697,KkXMF11oB,2541107987,小裤衩君,迫切希望让催生三胎的人感受一下什么叫孕早期孕反，孕中期长纹，孕早期坐骨神经痛，分娩十级疼痛，产后抑郁症，每两小时喂奶不分昼夜，身材走样，严重脱发，以及三四年的带娃直到上幼儿园才能喘口气，我没有勇气重蹈覆辙，这心情就好像这一杯泰绿一样难以描述,,,,,0,1,0,2021-06-20 00:46,iPhone客户端,['http://ww1.sinaimg.cn/large/97763b13gy1gro1y6mornj22c03407wi.jpg'],,
4649925432838627,KkWMTbUsj,6618083666,77七噢七,龙龄0：待会我脱光了躺桌上把食材搁我身上我招待你🐏：你留着招待wjl…,,,,,180,78,413,2021-06-19 22:14,龙龄超话,,,
4649963668375358,KkXMyz8Oq,6433990571,不期而遇Lxr,wjl:get新姿势//@泽维尔天赋青少年学院-保安-丞叽:不生三胎很难收场//@置换须臾-:这❓❓❓❓不do个几年能这么结实？//@77七噢七:以及：和wjl在一起久了都结实了x,,,"泽维尔天赋青少年学院-保安-丞叽,置换须臾-,77七噢七",,0,0,0,2021-06-20 00:46,小米MIX 3 滑盖全面屏,,,4649925432838627
4649963642686504,KkXMwbgSI,5846251436,云想栖巢花想睡,//@Hu言一派:条条举措“帮助”落实你赶紧生三胎，但日常家暴离婚怎么保命，人家视而不见绝口不提,,,Hu言一派,,0,0,0,2021-06-20 00:46,荣耀Play 让快更快,,,4649836395627774
4649963629839856,KkXMuFhNm,6538551881,深蓝色空壳,//@厌女文化抵制者:#恶臭广告投稿##抵制厌女营销#（前情提要：O网页链接）原来是@天与空tianyukong的领导发言啊。同行之耻！O网页链接//@明明比大怪兽更真实:前员工表示这几个老板自己能以身作则么？整天加班加的要死还三胎呢最好是能分个身去生孩子带孩子,,,"厌女文化抵制者,天与空tianyukong,明明比大怪兽更真实","恶臭广告投稿,抵制厌女营销",0,0,0,2021-06-20 00:46,Android,,,4649508887070500
4649963605198782,KkXMslOrk,3395226822,阿布不不,前提把母鼠公鼠缝在一起/叫什么共享妊娠环境？/一只公鼠怀至少得死4只母鼠//@然后下面就没了:等着呢//@M大王叫我来巡山:快进到…//@季风号苏打:搞快点//@江南大野花:科学家们加油加油！//@脆皮鸭文学研究人员:就要男人生孩子//@能水敢心:快进到男的生三胎自己带,,,"然后下面就没了,M大王叫我来巡山,季风号苏打,江南大野花,脆皮鸭文学研究人员,能水敢心",,0,0,0,2021-06-20 00:46,iPhone客户端,,,4649598474257938
4649963587372221,KkXMquVQN,6610021545,工藤梦樱MK,//@特别保留照顾小孩://@一个跨墙的E://@爬过_______:////@月落灯华-苏慕辰:还怀着三胎呢这。男的真畜牲//@-悠秋童-:Woc新余的//@清风舞藤:三胎//@默默阿墨://@晋江-潇湘碧影:正经的三胎景况//@顾惜之://@眼儿媚滴春:人家还怀着三胎呢//@悦如舞:这种把捐赠的钱拿走的应该算是非法占有吧//@Em,,,"特别保留照顾小孩,一个跨墙的E,爬过_______,月落灯华-苏慕辰,-悠秋童-,清风舞藤,默默阿墨,晋江-潇湘碧影,顾惜之,眼儿媚滴春,悦如舞,Em",,0,0,0,2021-06-20 00:46,iPhone,,,4649521671575647
4649963542284506,KkXMm9AiS,6403724572,兔子不读窝边书,支持男人肛生子//@憨憨行為实录:？？//@你别说还真是这样:？//@这是一个很高冷的ID:无语无语无语/@格兰芬多公共休息室:无脑且无语的宣传//@M大王叫我来巡山:爆笑了，在想当然的胡乱自问自答些什么呢//@小乔有猫:说老婆三胎正好有了事业转型的机会——这句振聋发聩的话势必会被刻在中国广告史的耻辱柱上,,,"憨憨行為实录,你别说还真是这样,这是一个很高冷的ID,格兰芬多公共休息室,M大王叫我来巡山,小乔有猫",,0,0,0,2021-06-20 00:46,荣耀 9X,,,4649569311525848
4650053647728722,Kl07GwqAO,5581673589,墨姝雅,//@厌女文化抵制者:#恶臭广告投稿##抵制厌女营销#（前情提要：O网页链接）原来是@天与空tianyukong的领导发言啊。同行之耻！O网页链接//@明明比大怪兽更真实:前员工表示这几个老板自己能以身作则么？整天加班加的要死还三胎呢最好是能分个身去生孩子带孩子,,,"厌女文化抵制者,天与空tianyukong,明明比大怪兽更真实","恶臭广告投稿,抵制厌女营销",0,0,0,2021-06-20 06:44,vivo Y31s 千元5G,,,4649508887070500
4650053479694372,Kl07pEFWQ,3693253987,新野Kenichi,//@小乔有猫:“说老婆三胎正好有了事业转型的机会——这句振聋发聩的话势必会被刻在中国广告史的耻辱柱上”,,,小乔有猫,,0,0,0,2021-06-20 06:43,vivo Y3标准版,,,4649569311525848
4650053330010632,Kl07b02Lu,2802116572,橘子和桔子7,关于昨天的碎碎念俩周没去看外公外婆，在他们眼里我一个月没去了，在楼下偶遇俩小姐姐，说是师专的学生，被叫阿姨，说是老师布置作业，询问关于三胎政策怎么看?临走还被拍了照说是会打马赛克，心里有点小小不舒服，考虑到戴着口罩就配合了一下。因为落宝也会长大的，仅此而已。晚上落宝看着我的婚纱照说妈妈衣服好漂亮，她长大要穿红色和粉色的婚纱，随口问那你长大要跟谁结婚呢？问了十多遍都是麻麻，改变方向，麻麻是女生，只能跟男生结婚，那就跟粑粑结婚。小朋友的思维要简单有多简单。我们大人也简单一点吧。,,,,,0,1,1,2021-06-20 06:42,Redmi 10X 全芯超越,,,
4650052675699324,Kl067nUEA,1415874634,翡翠白玉汤求好御魂,//@Drone6号://@HOMURA-焰://@Jack贝萨流士的badbed:不太理解哈，我寻思育龄女性离婚了找下一个一样能生，砍死了那可是几胎都没戏了。果然咱国家还是觉得女性数量太多了吧//@马库斯说://@Hu言一派:条条举措“帮助”落实你赶紧生三胎，但日常家暴离婚怎么保命，人家视而不见绝口不提,,,"Drone6号,HOMURA-焰,Jack贝萨流士的badbed,马库斯说,Hu言一派",,14,0,0,2021-06-20 06:40,nova4e 3200W立体美颜,,,4649836395627774
4650052302406228,Kl05wa5Y8,1112144242,环宇青春,//@罐头辰:杨老师，这里并非对政策的探讨，而是对这只tvc作品的讨论。我支持或者反对三胎不重要，重要的是我老婆怎么想，她是否愿意才是关键，因为她才是生孩子的人，牺牲也更大。社会应该容得下不同意见的话，希望表达这一主题时也尊重女性的意见吧//@杨烨炘ForestYoung:,,,"罐头辰,杨烨炘ForestYoung",,0,0,0,2021-06-20 06:38,iPhone XS Max,,,4649569311525848
4650052277240606,Kl05tunBY,1727892392,周绾绾,现在的年轻人都这么厉害，怀孕的时候还有时间聊骚。咱们这些失败的中年人，从两道杠的时候，就开始筹划以后要换的房子（我看得上的都是三千万起步），要请的阿姨（我孕期聊骚的都是中介），哪有心思想其他的啊，都是压力山大每天奋发图强啊。怀第一胎更忙了吧，男人要弄好吃的，还要每天陪老婆散步,,,,,0,0,2,2021-06-20 06:38,iPhone 11 Pro,,,4649874375311596
4650051017639212,Kl03rw3j6,2151729657,想吃奶油盯钩,//@八姐今天安利什么://@这是一个很高冷的ID:加油！！！//@老八厂长:哦吼//@阿鸡基米德:加油！！//@江南大野花:科学家们加油加油！//@脆皮鸭文学研究人员:就要男人生孩子//@亚尼大帝:生殖腔快点安排//@能水敢心:快进到男的生三胎自己带//@小可只想退休:冲啊！男人怀孕指日可待！,,,"八姐今天安利什么,这是一个很高冷的ID,老八厂长,阿鸡基米德,江南大野花,脆皮鸭文学研究人员,亚尼大帝,能水敢心,小可只想退休",,0,0,0,2021-06-20 06:33,iPhone客户端,,,4649598474257938
4650050614985632,Kl02NkUZq,7611055911,用户杰德有俩天名,#影视剪辑##电视剧大赏##明星##综艺#章子怡产后复工身材苗条，手指小腹回应三胎，霸气喊话：看有多薄L用户杰德有俩天名的微博视频,,,,"影视剪辑,电视剧大赏,明星,综艺",0,0,1,2021-06-20 06:32,微博视频号,,"http://f.video.weibocdn.com/001543CVgx07NAU0UlNd01041200d7ts0E010.mp4?label=mp4_ld&template=640x360.25.0&trans_finger=6006a648d0db83b7d9951b3cee381a9c&ori=0&ps=1BVp4ysnknHVZu&Expires=1624177445&ssig=ka9q7okBJn&KID=unistore,video",
4650049923711122,Kl01GfzqO,7331926444,8090敏敏感恩,#多地部署全面了解育龄妇女及生育意愿#父母的苦都看在眼里了，彩礼，房子，票子，压垮了人，一儿一女就好，还能尽量优育，生多了大人压力大，孩子也受罪，一个照顾孩子，一个挣钱养家糊口够不容易了，估计愿意生三胎的都是有钱人（跟喜欢不喜欢小孩没关系，跟家里经济挂钩…）,,宿州·砀山县,,多地部署全面了解育龄妇女及生育意愿,0,0,0,2021-06-20 06:29,华为畅享10 Plus,,,
4650049609138335,Kl01aCliv,7212314665,哈勃观察员,图片分享：养娃成本有这么高？#热门微博##微博科普##放开三胎能提高生育率吗##95后养娃成本增速跑赢房价#,,,,"热门微博,微博科普,放开三胎能提高生育率吗,95后养娃成本增速跑赢房价",4,6,18,2021-06-20 06:28,微博 weibo.com,['http://ww2.sinaimg.cn/large/007S68vTgy1grnwxr150yj30hs0vkq52.jpg'],,
4650049554875009,Kl015ksdb,5405650766,当然是我全都要啦,//@装可乐汽水的气球:我老公就是半夜孩子夜醒，我起不来，我老公爬起来哄睡孩子，放下以后他再睡。然后经历过这些以后，我老公连二胎都不想要了。感觉那个支持三胎视频好假，真正照顾过孩子的男人，不，人类，就知道半夜每两个小时醒一次有多痛苦,,,装可乐汽水的气球,,0,0,0,2021-06-20 06:27,Share微博客户端,,,4649790933307678
4650049462338194,Kl00W9OgO,6214826908,柯柯柯伊柏,//@Lucy_intheSkywithDiamonds:总结一下：为了三胎，我们全家都要勒紧裤腰带，生活质量大打折扣，一天过得不如一天。但是我乐意～有病。,,,Lucy_intheSkywithDiamonds,,0,0,0,2021-06-20 06:27,微博国际版,,,4649569311525848
4650048975798481,Kl009okrT,5604079288,坐在珠峰等村花,#多地部署全面了解育龄妇女及生育意愿#人家是放开三胎，想生你就生，不想生拉倒。人家调查有调查的理由，不调查怎么给你出台政策，时代不同国情不同，袁隆平没让你吃饱之前，多生就意味着饿死。现在国情变了，让你随便生，又饿不死。说养不起的你来农村来，房价便宜的很，说白了你自己追求高品质享受的成分在里面，不能都怪到国家头上。,,,,多地部署全面了解育龄妇女及生育意愿,0,0,0,2021-06-20 06:25,HUAWEI Mate 9,,,
4649771019798083,KkSLPF6VB,1885454921,蓝鲸财经记者工作平台,【教育、休假、保险、税收、住房、女性就业…#10个三孩政策配套支持措施#】#多地部署全面了解育龄妇女及生育意愿#（人民日报）,,,,"10个三孩政策配套支持措施,多地部署全面了解育龄妇女及生育意愿",282,174,807,2021-06-19 12:01,iPhone 12 Pro,"['http://ww4.sinaimg.cn/large/7061c249ly1grnfxnn591j20j60twn0i.jpg', 'http://ww3.sinaimg.cn/large/7061c249ly1grnfxnzy0ij20j60tw0v8.jpg', 'http://ww2.sinaimg.cn/large/7061c249ly1grnfxovfpsj20j60twdin.jpg', 'http://ww2.sinaimg.cn/large/7061c249ly1grnfxp63a5j20j60tw424.jpg', 'http://ww2.sinaimg.cn/large/7061c249ly1grnfxpk2pbj20j60twgo7.jpg', 'http://ww3.sinaimg.cn/large/7061c249ly1grnfxoht2dj20j60tw40x.jpg', 'http://ww2.sinaimg.cn/large/7061c249ly1grnfxps3i3j20j60twtb1.jpg', 'http://ww3.sinaimg.cn/large/7061c249ly1grnfxn9ky0j20j60twadx.jpg', 'http://ww2.sinaimg.cn/large/7061c249ly1grnfxq3xo5j20j60twwin.jpg']",,
4650048900038891,Kl0020a7h,7198082684,lu9128,备孕一年了第一胎都没怀上还生三胎？能生个孩子都不错了,,,,,0,0,0,2021-06-20 06:25,iPhone客户端,,,4649771019798083
4650048853640257,KkZZXfgZP,7610850830,他克莫司依存症,天与空那广告虽然全程都很有槽点，连标题都很冒犯人的程度，大家都骂过了俺也懒得骂了。但是你51岁你说你要生三胎要跳出国企闯一闯，把我笑得，你信不信你辞职半年连一胎都养不活，全家只能吃低保勉强度日。,,,,,0,0,0,2021-06-20 06:25,Redmi K40 Pro,,,
4650048766608217,KkZZOrJ69,2625822047,我少时诵诗书_58963,所谓人口红利，对于普通人来说，你就是个红利。一个没有资源的普通人，怎么着都是资本家剥削劳动人民的红利，人口多工资低，对资本家来说就是红利！人少工资高，不就是福利嘛。人口红利就是资本家的红利，生三胎人更多，资本家更要掐尖用人，说不定将来30岁就淘汰了，辛辛苦苦全家供你上学，结果工资低，工作年龄少，还要背一身负担…所以，人口红利是站在掌握资源的人角度来看的。人多工作竞争激烈，人工不值钱。,,,,,0,0,2,2021-06-20 06:24,HUAWEI Mate 20,['http://ww4.sinaimg.cn/large/9c82dd5fly1grobu3vbzqj20hs0k4jsp.jpg'],,
4650048761889152,KkZZO7Vsc,1815308251,leeofgreen,呕//@鹿有鳍:评论区里这广告公司的ceo还自己出来现身说法了查看图片//@保育院的兔小娜小朋友://@可爱帅气小黑猫:恶心//@起肖蔷:魔幻到我竟然词穷了//@小乔有猫:“说老婆三胎正好有了事业转型的机会——这句振聋发聩的话势必会被刻在中国广告史的耻辱柱上”,,,"鹿有鳍,保育院的兔小娜小朋友,可爱帅气小黑猫,起肖蔷,小乔有猫",,0,0,0,2021-06-20 06:24,iPhone客户端,,,4649569311525848
4650048497386026,KkZZnuZrs,6867933775,滑恬悦药师,【星座物语】第一位：双胞胎，两极分化，不想侵犯或者觉得无聊。第二位：水瓶认为对方是故意的，比什么都跑得快。第三位：对山羊，姑娘有敬意，尊重对方的决定。第4位：蝎子，压力太大，成为了真挚的议题。第5位：鱼类会引起麻烦，对他很严重。,,,,,0,0,0,2021-06-20 06:23,iPhone客户端,,,
4650048400392860,KkZZe1Ecs,5737815237,心理医生常向东,这8位男士说的好轻松啊！三胎——实际上很多人的感受是压力好大啊！建议再录8位女士们的观点吧！,,,,,0,0,1,2021-06-20 06:23,荣耀V20 4800万3D相机,,,4649763817132461
4650048250184345,KkZYZ0LXj,1688915051,晚叔_,就尼玛无语//@起肖蔷:魔幻到我竟然词穷了//@小乔有猫:“说老婆三胎正好有了事业转型的机会——这句振聋发聩的话势必会被刻在中国广告史的耻辱柱上”,,,"起肖蔷,小乔有猫",,1,0,0,2021-06-20 06:22,,,,4649569311525848
